category,main_category,goal,outcome,backers,country
Rock,Music,4500,failed,3,CA
Food,Food,25000,successful,215,US
Apps,Technology,200000,failed,4,US
Shorts,Film & Video,25000,failed,3,US
Film & Video,Film & Video,15000,failed,1,GB
Webseries,Film & Video,11000,successful,18,US
Art Books,Publishing,6000,successful,687,US
Food,Food,4000,successful,84,US
Publishing,Publishing,4400,successful,139,US
Journalism,Journalism,9000,failed,4,US
Photo,Journalism,500,successful,25,US
Product Design,Design,20000,failed,15,GB
Documentary,Film & Video,10000,successful,136,US
Product Design,Design,500,failed,2,IT
Art,Art,7500,failed,12,US
Periodicals,Publishing,4000,successful,172,US
Crochet,Crafts,2000,failed,0,US
Hip-Hop,Music,2000,successful,117,GB
Tabletop Games,Games,12500,failed,98,US
Product Design,Design,250000,successful,269,HK
Graphic Novels,Comics,500,successful,62,US
Experimental,Theater,5000,successful,95,US
Photography,Photography,28000,failed,1,US
Jazz,Music,20000,failed,6,US
Apparel,Fashion,250000,failed,0,US
Radio & Podcasts,Publishing,1200,failed,7,US
Theater,Theater,3850,successful,119,US
Software,Technology,100000,failed,15,CA
Classical Music,Music,3000,failed,2,DE
Product Design,Design,5000,failed,1,US
Children's Books,Publishing,5000,failed,10,US
Children's Books,Publishing,4000,canceled,5,US
Shorts,Film & Video,4000,failed,0,US
Fashion,Fashion,7500,failed,13,US
Documentary,Film & Video,5000,failed,0,US
Art,Art,500,successful,9,GB
Food,Food,5000,failed,0,US
Design,Design,1700,successful,65,US
Hardware,Technology,35000,failed,53,DE
Comics,Comics,4000,failed,52,US
Product Design,Design,10000,failed,79,US
Tabletop Games,Games,5000,successful,283,US
Webseries,Film & Video,30000,failed,49,US
Fiction,Publishing,1000,failed,19,US
Art,Art,9350,failed,2,GB
Children's Books,Publishing,375,successful,11,US
Ready-to-wear,Fashion,5000,failed,1,US
Rock,Music,2500,successful,27,US
Technology,Technology,9999,failed,0,IT
Fiction,Publishing,6600,failed,25,US
Music,Music,15000,failed,6,US
Shorts,Film & Video,1500,failed,0,US
Graphic Novels,Comics,6000,successful,265,US
Small Batch,Food,2500,failed,15,US
Video Games,Games,200000,failed,534,GB
Painting,Art,6600,successful,95,US
Performance Art,Art,5000,failed,6,US
Horror,Film & Video,750000,failed,42,US
Spaces,Dance,44000,successful,191,US
Performance Art,Art,5000,successful,107,US
Ready-to-wear,Fashion,3000,failed,6,IT
Technology,Technology,300000,failed,0,FR
Art,Art,5000,failed,11,US
Nonfiction,Publishing,9900,failed,0,US
Music,Music,25000,successful,391,US
Shorts,Film & Video,10000,failed,3,GB
Shorts,Film & Video,1500,failed,0,US
Documentary,Film & Video,15000,successful,341,US
Crafts,Crafts,2500,failed,9,US
Tabletop Games,Games,2000,successful,18,US
Video Games,Games,500,canceled,3,IT
People,Photography,2000,failed,5,US
Hardware,Technology,5000,successful,5092,US
Food,Food,5000,failed,22,US
Gadgets,Technology,75000,successful,487,DE
Comics,Comics,14000,failed,61,US
Farms,Food,5000,failed,2,NZ
Art,Art,2000,failed,18,GB
Rock,Music,3500,successful,70,US
Indie Rock,Music,3500,failed,8,US
Shorts,Film & Video,4000,successful,98,US
Jazz,Music,2500,failed,0,US
Crafts,Crafts,4000,successful,22,SE
Video Games,Games,10000,failed,6,GB
DIY,Crafts,100,successful,6,US
Mobile Games,Games,3500,failed,1,NO
Apparel,Fashion,1500,failed,0,SG
Documentary,Film & Video,9800,failed,9,US
Photobooks,Photography,20000,failed,7,SE
Comedy,Film & Video,5000,canceled,0,US
Digital Art,Art,500,failed,12,US
Narrative Film,Film & Video,3000,successful,45,US
Film & Video,Film & Video,1,successful,145,US
Spaces,Food,4000,canceled,1,US
Technology,Technology,10000,failed,13,US
Webseries,Film & Video,3000,failed,1,US
Theater,Theater,2000,failed,0,AT
Art,Art,250,failed,0,US
Hardware,Technology,80000,failed,208,US
Periodicals,Publishing,20000,failed,104,US
Nonfiction,Publishing,11500,canceled,0,US
Poetry,Publishing,2350,successful,29,US
Sculpture,Art,3100,successful,32,US
Photography,Photography,600,successful,10,CA
Video Games,Games,650,failed,1,DE
Illustration,Art,1100,failed,2,AU
Classical Music,Music,750,successful,13,US
Web,Technology,33750,failed,0,US
Theater,Theater,35000,failed,50,US
Country & Folk,Music,2000,failed,30,US
Photography,Photography,300,canceled,1,US
Theater,Theater,12000,successful,69,US
Indie Rock,Music,250,failed,0,US
Illustration,Art,70000,canceled,0,MX
Theater,Theater,200,successful,5,US
Fashion,Fashion,1000,failed,0,US
Punk,Music,3000,failed,1,US
Fashion,Fashion,9500,successful,439,US
Apps,Technology,85000,failed,2,US
Events,Food,1500,failed,0,US
Theater,Theater,4850,successful,88,US
Food Trucks,Food,3000,successful,93,US
Art Books,Publishing,25000,failed,9,US
Illustration,Art,2000,successful,33,US
Jazz,Music,10000,successful,291,US
Product Design,Design,10000,failed,3,US
Rock,Music,5500,failed,6,US
Tabletop Games,Games,12000,successful,308,AU
Tabletop Games,Games,31500,failed,33,US
Design,Design,10000,failed,18,US
Games,Games,100000,failed,530,US
Rock,Music,2500,failed,0,US
Restaurants,Food,250000,failed,2,US
Video Games,Games,150000,canceled,1,US
Shorts,Film & Video,1050,successful,17,GB
Plays,Theater,8500,successful,167,US
World Music,Music,1000,failed,4,US
Video Games,Games,500000,successful,9023,US
Periodicals,Publishing,7250,failed,68,US
Product Design,Design,9000,failed,120,US
Nonfiction,Publishing,5500,failed,11,US
Tabletop Games,Games,5000,successful,128,US
Product Design,Design,70000,failed,1,US
Web,Technology,10000,failed,8,US
Theater,Theater,4500,canceled,11,US
Classical Music,Music,700,failed,4,US
Architecture,Design,20000,failed,4,US
Fiction,Publishing,800,failed,2,US
Nonfiction,Publishing,8000,failed,29,US
Tabletop Games,Games,14500,failed,4,US
Comedy,Film & Video,33000,successful,676,US
Theater,Theater,2500,successful,50,US
Shorts,Film & Video,2000,successful,36,US
Documentary,Film & Video,1000,successful,80,US
Classical Music,Music,5000,failed,4,GB
Restaurants,Food,300000,failed,0,GB
Video Games,Games,21000,failed,5,CA
Film & Video,Film & Video,1500,successful,33,GB
Photography,Photography,750,failed,15,US
Fashion,Fashion,15000,successful,53,US
Apparel,Fashion,150000,failed,0,US
Architecture,Design,1420000,failed,6,AU
Pop,Music,5000,canceled,0,US
Food,Food,30000,successful,345,US
Webseries,Film & Video,2000,failed,0,US
Nonfiction,Publishing,27000,failed,8,US
Rock,Music,2000,failed,1,US
Product Design,Design,15000,canceled,38,GB
Music,Music,500,successful,39,GB
Product Design,Design,13000,failed,15,US
Music,Music,7500,successful,42,US
Gadgets,Technology,175000,successful,1793,US
Rock,Music,2000,failed,2,US
Electronic Music,Music,3300,failed,7,US
Restaurants,Food,4000,failed,17,US
Shorts,Film & Video,1000,successful,13,US
Footwear,Fashion,500,canceled,0,US
Publishing,Publishing,5500,failed,4,US
Documentary,Film & Video,20000,failed,0,US
Music,Music,120,failed,0,US
Mobile Games,Games,150000,canceled,4,US
Small Batch,Food,80,failed,1,US
Product Design,Design,15000,successful,228,US
Food,Food,25000,failed,2,US
Shorts,Film & Video,1500,failed,1,GB
Restaurants,Food,200000,canceled,1,US
Product Design,Design,5000,successful,83,US
Musical,Theater,12500,successful,92,US
Graphic Design,Design,2000,successful,212,US
Graphic Novels,Comics,1500,failed,18,US
Pop,Music,1500,successful,48,US
Documentary,Film & Video,20000,successful,179,US
Small Batch,Food,7500,canceled,11,US
Music,Music,100000,canceled,0,US
DIY,Crafts,5000,failed,1,CA
Apps,Technology,100000,failed,0,DE
Web,Journalism,20000,failed,5,US
Art,Art,250,failed,3,US
Pet Fashion,Fashion,10000,failed,13,CA
Graphic Design,Design,5000,successful,98,US
Classical Music,Music,30000,successful,17,US
Art,Art,15000,failed,6,US
Theater,Theater,1700,failed,2,GB
Product Design,Design,2500,successful,236,US
Mobile Games,Games,850,failed,3,US
Illustration,Art,800,successful,143,GB
Webseries,Film & Video,25000,successful,257,US
Technology,Technology,30000,failed,1,US
Accessories,Fashion,1000,failed,3,US
Gadgets,Technology,6000,failed,37,US
People,Photography,8000,failed,2,US
Technology,Technology,130000,canceled,677,DE
Photography,Photography,10000,failed,1,US
Jewelry,Fashion,1200,failed,0,US
Music,Music,5000,failed,0,US
Animation,Film & Video,500000,canceled,2284,US
Documentary,Film & Video,6000,successful,126,US
Photobooks,Photography,28500,successful,663,US
Documentary,Film & Video,1000,failed,8,US
Film & Video,Film & Video,15000,successful,150,US
Food,Food,100000,canceled,0,US
Graphic Design,Design,29000,failed,2,US
Photography,Photography,300,failed,0,US
Music,Music,6500,successful,109,US
Apps,Technology,31500,successful,536,US
Painting,Art,3900,failed,4,US
Comic Books,Comics,3000,successful,138,US
Hip-Hop,Music,50000,failed,0,US
Gadgets,Technology,5500,failed,89,US
People,Photography,2000,failed,0,US
Illustration,Art,1000,failed,15,FR
Design,Design,7500,failed,16,US
Apparel,Fashion,500,failed,0,US
Drinks,Food,53000,failed,11,US
Nonfiction,Publishing,2000,failed,0,US
Painting,Art,5000,failed,0,US
Software,Technology,20000,failed,45,DE
Nonfiction,Publishing,7000,canceled,0,US
Experimental,Film & Video,500,failed,3,DK
Accessories,Fashion,7000,failed,11,CA
Community Gardens,Food,35000,failed,6,US
Games,Games,4000,successful,157,GB
Painting,Art,975,failed,10,US
Farms,Food,2700,successful,91,US
Comics,Comics,300,failed,4,US
Spaces,Dance,25000,failed,1,US
Electronic Music,Music,2000,failed,0,IT
Video Games,Games,5000,failed,6,GB
Video Games,Games,6000,successful,570,GB
Technology,Technology,5000,successful,101,US
Sculpture,Art,435,successful,36,US
Nonfiction,Publishing,14000,failed,0,US
Public Art,Art,20000,failed,29,AU
Rock,Music,2000,canceled,9,US
Music,Music,20000,successful,286,US
Video Games,Games,2000,canceled,0,US
Tabletop Games,Games,6500,successful,256,AU
Crafts,Crafts,4000,failed,1,US
Restaurants,Food,30000,failed,2,US
Tabletop Games,Games,20000,canceled,0,US
Dance,Dance,2500,successful,60,US
Shorts,Film & Video,1500,failed,9,US
Tabletop Games,Games,500,successful,118,US
Events,Food,100000,failed,230,US
Small Batch,Food,10000,successful,97,US
Ready-to-wear,Fashion,25894,failed,0,US
Pop,Music,2500,successful,18,US
Film & Video,Film & Video,25000,failed,50,US
Graphic Design,Design,150,canceled,0,US
Video Games,Games,65000,successful,2345,US
Fashion,Fashion,20000,failed,6,US
Fashion,Fashion,20000,failed,14,US
Crafts,Crafts,2500,failed,1,GB
Photography,Photography,25000,failed,2,US
Comic Books,Comics,500,successful,43,GB
Software,Technology,6000,failed,5,NL
Fiction,Publishing,100000,failed,1,US
Art,Art,3500,failed,3,US
Food,Food,26000,failed,30,US
Fiction,Publishing,5000,failed,5,US
Web,Technology,50000,canceled,15,GB
Fashion,Fashion,10000,failed,8,US
Apps,Technology,3000,canceled,4,AU
DIY,Crafts,1000,failed,2,CA
Nature,Photography,1000,failed,0,US
Public Art,Art,600,successful,15,US
Musical,Theater,1700,successful,46,US
Film & Video,Film & Video,50000,failed,0,US
Video Games,Games,270000,failed,14,US
Nonfiction,Publishing,15000,failed,15,US
Shorts,Film & Video,3000,successful,34,US
Country & Folk,Music,3700,failed,1,US
Webseries,Film & Video,50000,failed,1,US
Webseries,Film & Video,1000,failed,3,US
Product Design,Design,10000,successful,122,US
Theater,Theater,2000,successful,45,US
Country & Folk,Music,700,failed,10,US
Webseries,Film & Video,20000,canceled,94,US
Design,Design,5500,failed,30,US
Food,Food,1000,failed,4,CA
Web,Technology,1500,failed,4,ES
Apparel,Fashion,600,failed,0,US
Nonfiction,Publishing,26834,successful,426,US
Crafts,Crafts,10,successful,2,US
Technology,Technology,15000,failed,1,US
Jewelry,Fashion,9000,failed,10,GB
Painting,Art,395,successful,11,US
Young Adult,Publishing,1000,successful,83,US
Apps,Technology,10000,canceled,0,US
Performances,Dance,5000,failed,18,US
Art,Art,700,failed,2,GB
Narrative Film,Film & Video,15000,failed,18,US
Fashion,Fashion,10000,successful,2405,US
Apparel,Fashion,20000,successful,95,US
Video Games,Games,38000,failed,7,US
People,Photography,10000,canceled,9,US
Art Books,Publishing,5000,successful,26,US
Web,Technology,2494,successful,44,US
Video Games,Games,33000,failed,3,US
Nonfiction,Publishing,15000,canceled,1,US
Video Games,Games,20000,failed,2,US
Shorts,Film & Video,900,successful,20,US
Food,Food,8500,failed,2,US
Film & Video,Film & Video,1800,successful,31,US
Video Games,Games,10000,successful,107,US
Apparel,Fashion,5000,failed,1,US
Food Trucks,Food,30000,failed,0,US
Hardware,Technology,40000,failed,33,US
Web,Technology,500,successful,11,US
Documentary,Film & Video,20000,successful,198,US
Playing Cards,Games,800,canceled,0,US
Shorts,Film & Video,5500,failed,0,US
Fashion,Fashion,5500,failed,2,US
Music,Music,15000,successful,238,US
Interactive Design,Design,50000,failed,0,CA
Theater,Theater,40000,failed,22,CA
Technology,Technology,500,failed,6,US
Shorts,Film & Video,1000,successful,40,US
Hardware,Technology,75000,failed,28,US
Fashion,Fashion,20000,failed,92,GB
Space Exploration,Technology,1000,successful,50,US
Art,Art,3000,canceled,0,GB
Video Games,Games,20000,failed,3,GB
Games,Games,25000,canceled,1,GB
Tabletop Games,Games,11000,canceled,130,US
Sculpture,Art,2023,successful,56,US
Classical Music,Music,5000,successful,55,US
Hardware,Technology,70000,successful,938,US
Webseries,Film & Video,17500,failed,26,US
Radio & Podcasts,Publishing,8000,successful,479,US
Live Games,Games,2000,failed,0,US
Nonfiction,Publishing,21500,failed,0,US
Animation,Film & Video,17000,failed,2,CA
Nonfiction,Publishing,15000,failed,1,US
Design,Design,10000,successful,31,CH
Apps,Technology,3000,failed,0,AU
Plays,Theater,2750,failed,21,GB
Theater,Theater,1000,successful,39,US
Art,Art,100,failed,3,IE
Art,Art,100000,failed,0,US
Fiction,Publishing,6000,failed,0,US
Nonfiction,Publishing,5000,failed,2,US
Product Design,Design,18500,failed,3,GB
Drinks,Food,12500,successful,110,US
Product Design,Design,750000,failed,1,US
Product Design,Design,300000,failed,0,US
Food,Food,100,failed,0,US
Gaming Hardware,Games,8000,failed,1,US
Romance,Film & Video,1717000,failed,3,US
Web,Technology,500,failed,3,US
Crafts,Crafts,800,failed,1,US
People,Photography,20000,failed,0,US
Apps,Technology,40000,failed,11,US
Painting,Art,1000,successful,30,NL
Documentary,Film & Video,20000,failed,2,US
Video Games,Games,1400,failed,63,FR
Young Adult,Publishing,15000,failed,2,US
Film & Video,Film & Video,9000,successful,149,US
Mixed Media,Art,1485,failed,5,GB
Apps,Technology,8500,canceled,6,US
Music,Music,11000,failed,6,US
Playing Cards,Games,15000,failed,3,US
Documentary,Film & Video,20000,canceled,0,GB
Video Games,Games,15000,failed,2,US
Periodicals,Publishing,30000,successful,931,DE
Product Design,Design,30000,canceled,262,US
Illustration,Art,1200,successful,68,GB
Publishing,Publishing,1000,successful,27,US
Live Games,Games,80000,failed,1,US
Theater,Theater,3000,successful,43,US
Small Batch,Food,5000,successful,89,US
Music,Music,2000,successful,36,US
Shorts,Film & Video,7500,successful,67,US
Product Design,Design,18000,failed,65,US
Comics,Comics,9500,successful,252,CA
Product Design,Design,25000,successful,182,CA
Film & Video,Film & Video,20000,failed,1,US
Documentary,Film & Video,10000,successful,135,US
Music,Music,230,failed,2,GB
Tabletop Games,Games,4500,canceled,43,IT
Product Design,Design,10000,successful,146,US
Comics,Comics,10000,successful,204,US
Apps,Technology,11000,failed,1,US
Documentary,Film & Video,5000,failed,7,US
Food,Food,5000,failed,0,US
Tabletop Games,Games,22000,failed,206,CA
Webseries,Film & Video,6000,successful,73,US
Tabletop Games,Games,2500,failed,22,US
Theater,Theater,1000,failed,0,US
Country & Folk,Music,5000,successful,130,US
Apps,Technology,350000,failed,0,US
Nonfiction,Publishing,3100,failed,20,US
Product Design,Design,2700,failed,5,US
Puzzles,Games,1500,failed,3,GB
Rock,Music,5000,failed,1,US
Product Design,Design,15000,canceled,237,US
Documentary,Film & Video,750,successful,18,US
Publishing,Publishing,5000,successful,116,US
Software,Technology,50000,failed,0,US
Webseries,Film & Video,1000,failed,0,AU
Fine Art,Photography,12000,successful,57,GB
Shorts,Film & Video,1500,successful,40,US
Games,Games,20000,successful,176,FR
Tabletop Games,Games,45000,failed,58,US
Comic Books,Comics,4000,successful,89,CA
Apparel,Fashion,750,failed,8,US
Documentary,Film & Video,15000,successful,87,US
3D Printing,Technology,50000,successful,2765,US
Camera Equipment,Technology,349000,canceled,2,US
Film & Video,Film & Video,4000,failed,1,GB
Tabletop Games,Games,500,failed,5,US
Plays,Theater,500,successful,44,GB
Web,Technology,1500,failed,0,US
Classical Music,Music,2200,successful,27,US
Jewelry,Fashion,30000,failed,20,US
Shorts,Film & Video,2500,failed,12,US
Fiction,Publishing,600,failed,11,US
Art,Art,150,successful,23,US
Plays,Theater,2500,successful,57,US
Comics,Comics,10000,failed,20,US
Art Books,Publishing,7000,successful,245,US
Illustration,Art,1000,failed,33,US
Apparel,Fashion,25000,successful,136,US
Publishing,Publishing,3500,failed,41,US
Graphic Design,Design,4000,failed,9,US
Video,Journalism,5000,failed,0,US
Tabletop Games,Games,5000,successful,199,US
Faith,Music,2500,successful,48,US
Video Games,Games,100,successful,10,DE
Tabletop Games,Games,850,successful,54,US
Art,Art,2500,successful,47,US
Food,Food,6500,failed,0,IE
Documentary,Film & Video,20000,successful,353,US
Drama,Film & Video,1200,successful,22,US
Product Design,Design,65000,failed,3,US
Video Games,Games,20000,failed,23,GB
Shorts,Film & Video,700,failed,4,CA
Illustration,Art,7000,failed,14,US
Tabletop Games,Games,35000,successful,982,GB
Festivals,Film & Video,12000,successful,212,US
Illustration,Art,12000,failed,1,US
Animation,Film & Video,500,canceled,1,US
Crafts,Crafts,4000,successful,98,US
Apps,Technology,35000,failed,1,GB
Documentary,Film & Video,8650,failed,21,US
Illustration,Art,2000,failed,31,US
Hardware,Technology,8000,failed,2,US
Technology,Technology,50000,failed,5,US
Games,Games,12500,failed,1,US
Music,Music,10000,canceled,0,US
Rock,Music,2000,successful,29,US
Print,Journalism,10500,failed,3,US
Performance Art,Art,2000,successful,72,US
Music,Music,7000,canceled,18,US
Music,Music,3000,successful,57,US
Technology,Technology,1000,successful,422,US
Performances,Dance,1500,successful,61,US
Children's Books,Publishing,6455,failed,2,US
Art Books,Publishing,100,successful,6,US
Theater,Theater,450,successful,19,US
Product Design,Design,12500,failed,11,US
Video Games,Games,2500,failed,1,US
Pop,Music,8500,failed,8,US
Nature,Photography,3750,failed,6,US
Rock,Music,975,successful,111,US
Rock,Music,2102,canceled,1,LU
Public Art,Art,1300,successful,31,US
Academic,Publishing,1000,failed,3,US
Publishing,Publishing,2500,failed,0,US
Vegan,Food,900,failed,1,US
Tabletop Games,Games,10000,failed,2,US
Web,Journalism,42890,failed,1,US
Fashion,Fashion,12000,failed,5,US
Documentary,Film & Video,5000,failed,16,US
Documentary,Film & Video,3600,failed,1,US
Tabletop Games,Games,4000,failed,41,AU
Games,Games,2400,successful,56,US
Small Batch,Food,4200,successful,95,US
Narrative Film,Film & Video,3000,successful,49,US
Pop,Music,5000,failed,34,US
Video Games,Games,5000,failed,2,CA
Product Design,Design,60000,successful,1882,US
Documentary,Film & Video,10000,failed,16,US
Tabletop Games,Games,10000,failed,55,US
Food,Food,25000,failed,13,US
Food Trucks,Food,2200,canceled,2,US
Music,Music,1000,successful,36,US
Graphic Novels,Comics,3500,canceled,18,CA
Webseries,Film & Video,3000,failed,3,US
Restaurants,Food,3000,failed,0,US
Plays,Theater,50000,failed,2,US
Indie Rock,Music,1000,successful,96,US
Shorts,Film & Video,1500,successful,24,US
Plays,Theater,500,successful,14,US
Documentary,Film & Video,13000,failed,32,US
Shorts,Film & Video,10000,successful,35,US
Animation,Film & Video,2500,failed,1,US
Fiction,Publishing,1000,failed,1,US
Tabletop Games,Games,800,successful,127,GB
Video Games,Games,100000,failed,221,AU
Dance,Dance,5000,successful,38,GB
Product Design,Design,19000,failed,46,US
Stationery,Crafts,50,successful,4,IE
Art,Art,2000,failed,0,US
Publishing,Publishing,750,successful,33,US
Documentary,Film & Video,24000,successful,128,GB
3D Printing,Technology,10000,successful,1400,US
Spaces,Dance,85000,failed,4,CA
Faith,Music,3200,successful,61,US
Design,Design,5000,successful,82,US
Academic,Publishing,25000,failed,1,US
Product Design,Design,9500,failed,25,GB
Design,Design,5000,failed,0,NO
Documentary,Film & Video,250000,failed,23,US
Video Games,Games,20000,canceled,0,US
Animals,Photography,2000,failed,3,US
Comedy,Film & Video,2000,successful,56,CA
Documentary,Film & Video,15000,successful,152,US
Games,Games,1000,failed,5,US
Theater,Theater,10000,failed,0,US
Product Design,Design,2500,successful,671,US
Accessories,Fashion,24750,failed,2,GB
Fashion,Fashion,2000,successful,44,US
Tabletop Games,Games,50,successful,118,GB
Journalism,Journalism,20,canceled,0,IT
Dance,Dance,2500,successful,70,US
Children's Books,Publishing,1000,successful,31,US
Apps,Technology,100000,failed,7,CA
Product Design,Design,10000,failed,5,FR
Hip-Hop,Music,10000,failed,0,US
Photography,Photography,1500,successful,37,CH
Poetry,Publishing,500,failed,1,US
Publishing,Publishing,1999,successful,54,US
Rock,Music,1000000,failed,3,US
Indie Rock,Music,3500,successful,31,US
DIY Electronics,Technology,29000,failed,4,US
Thrillers,Film & Video,3000,failed,0,US
Thrillers,Film & Video,500,failed,4,US
Design,Design,2600,successful,42,US
Film & Video,Film & Video,30000,failed,0,US
Apparel,Fashion,400,successful,21,US
Country & Folk,Music,500,successful,14,US
Nonfiction,Publishing,2900,failed,0,US
Crafts,Crafts,60000,failed,0,US
Mixed Media,Art,500000,failed,1,US
Fashion,Fashion,800,failed,0,US
Country & Folk,Music,15000,successful,69,US
Photography,Photography,900,failed,1,US
Product Design,Design,14000,failed,36,GB
Interactive Design,Design,3000,failed,32,US
Narrative Film,Film & Video,20000,failed,76,US
Product Design,Design,50000,failed,5,US
Narrative Film,Film & Video,1000,failed,2,US
Documentary,Film & Video,6000,canceled,0,US
Graphic Novels,Comics,7000,successful,194,US
Food,Food,15000,failed,9,GB
Video Games,Games,4000,failed,5,US
Documentary,Film & Video,1000000,failed,6,US
Theater,Theater,9000,successful,150,US
Crafts,Crafts,300,successful,25,US
Tabletop Games,Games,1500,successful,99,US
Webseries,Film & Video,5900,failed,0,FR
Drama,Film & Video,1800,failed,1,US
Film & Video,Film & Video,75000,failed,1,US
Shorts,Film & Video,5000,failed,10,US
Art,Art,250,successful,12,GB
Hardware,Technology,75000,failed,123,AT
Graphic Design,Design,2000,failed,6,US
Art,Art,750,failed,9,US
Product Design,Design,45000,canceled,4,US
Crafts,Crafts,650,successful,38,US
Nonfiction,Publishing,22000,failed,33,AU
Product Design,Design,15000,failed,16,US
Shorts,Film & Video,1600,canceled,0,US
Country & Folk,Music,12000,failed,59,US
Art,Art,3950,successful,63,US
Public Art,Art,5000,successful,98,US
Space Exploration,Technology,1000,failed,2,GB
Design,Design,500,successful,41,US
Art,Art,1000000,failed,0,US
Illustration,Art,500,successful,144,US
Nature,Photography,10,successful,2,GB
Pop,Music,10000,failed,20,US
Documentary,Film & Video,25000,successful,445,US
Playing Cards,Games,1000,successful,28,NL
Mixed Media,Art,10000,failed,4,US
Publishing,Publishing,30000,failed,16,US
Cookbooks,Food,27500,successful,1896,US
Photography,Photography,80000,failed,0,US
Food Trucks,Food,20000,failed,117,US
Documentary,Film & Video,10000,failed,5,US
Documentary,Film & Video,4500,successful,58,US
Restaurants,Food,45000,failed,2,US
Print,Journalism,375000,failed,14,SE
Shorts,Film & Video,2500,failed,20,US
Pop,Music,8000,failed,2,AU
Food,Food,36000,failed,2,US
Product Design,Design,15000,failed,127,US
Children's Books,Publishing,7525,failed,47,US
World Music,Music,14000,failed,60,US
Food,Food,1500,failed,16,NL
Comics,Comics,500,successful,44,US
Mobile Games,Games,20000,failed,6,CA
Apparel,Fashion,100000,failed,7,US
Jazz,Music,33000,successful,242,US
Crafts,Crafts,1500,failed,1,US
Festivals,Theater,20000,successful,228,US
Graphic Design,Design,100,failed,3,GB
Documentary,Film & Video,30000,successful,64,NL
Technology,Technology,23550,failed,12,GB
Film & Video,Film & Video,5052,successful,1927,US
Tabletop Games,Games,15000,successful,276,US
Design,Design,65000,canceled,0,US
Public Art,Art,5000,failed,30,US
Periodicals,Publishing,50000,canceled,3,US
Webseries,Film & Video,7500,failed,2,US
Food,Food,10000,failed,0,US
Video Games,Games,10000,failed,382,GB
Photography,Photography,1500,failed,9,US
Narrative Film,Film & Video,20000,failed,1,GB
Indie Rock,Music,2500,successful,63,US
Video Games,Games,45000,canceled,25,GB
Conceptual Art,Art,950,successful,21,US
Art,Art,8000,successful,48,US
Comics,Comics,2500,canceled,18,US
Apparel,Fashion,10000,failed,1,US
Festivals,Theater,10000,successful,80,US
Games,Games,2000,failed,2,AU
Playing Cards,Games,9000,successful,261,GB
Apps,Technology,150000,failed,2,US
Radio & Podcasts,Publishing,600,failed,5,US
Nonfiction,Publishing,40000,failed,1,US
Country & Folk,Music,3500,successful,72,US
Webseries,Film & Video,5000,failed,6,GB
Nonfiction,Publishing,12600,canceled,2,US
Games,Games,6000,failed,6,US
Food,Food,10000,failed,1,US
Robots,Technology,500,failed,3,GB
Rock,Music,12000,failed,2,US
Restaurants,Food,3000,failed,3,CA
Anthologies,Publishing,6000,successful,116,US
Technology,Technology,15000,failed,0,IT
Illustration,Art,24400,failed,128,CA
Design,Design,30000,successful,1354,US
Publishing,Publishing,6000,failed,3,US
Apparel,Fashion,3500,canceled,0,US
Technology,Technology,85000,failed,186,DE
Fashion,Fashion,15000,successful,234,IT
Childrenswear,Fashion,7500,successful,97,US
Product Design,Design,1000,failed,7,IT
Technology,Technology,50000,canceled,37,US
Comics,Comics,5000,failed,2,US
Hip-Hop,Music,300,successful,16,US
Drinks,Food,550000,failed,5,US
Ready-to-wear,Fashion,21000,successful,80,GB
Nonfiction,Publishing,1000,successful,113,US
Pop,Music,375,failed,6,US
Rock,Music,2000,failed,4,US
Fiction,Publishing,92,successful,5,US
Music,Music,10000,successful,75,US
Shorts,Film & Video,10000,canceled,0,US
Country & Folk,Music,8000,successful,241,US
Rock,Music,1000,failed,7,US
Rock,Music,500,failed,6,US
Tabletop Games,Games,1000,successful,35,FR
Product Design,Design,15000,canceled,60,US
Ceramics,Art,20000,successful,278,US
Apps,Technology,18000,failed,0,IT
Sculpture,Art,2000,successful,52,US
Comics,Comics,2000,failed,18,US
Theater,Theater,1250,successful,31,US
Flight,Technology,100000,failed,3,US
Art,Art,1000,successful,17,US
Horror,Film & Video,8000,canceled,0,US
Experimental,Film & Video,5000,failed,0,GB
Apps,Technology,15000,failed,1,US
Fiction,Publishing,4000,failed,4,US
Performances,Dance,8000,canceled,6,US
Comedy,Film & Video,100000,failed,2,US
Indie Rock,Music,2000,failed,2,US
Children's Books,Publishing,600,successful,16,US
Food,Food,50000,failed,0,US
Journalism,Journalism,9000,failed,5,AU
DIY,Crafts,50000,failed,3,US
Animals,Photography,4500,failed,9,US
Painting,Art,1800,successful,39,US
Music,Music,20000,failed,1,US
Crafts,Crafts,350,failed,5,US
Nonfiction,Publishing,3900,successful,65,US
Comics,Comics,4500,successful,245,US
Photography,Photography,1000,successful,36,GB
Gaming Hardware,Games,500,canceled,0,US
Shorts,Film & Video,5000,failed,0,US
Fiction,Publishing,15000,successful,115,US
Technology,Technology,75000,failed,5,GB
Documentary,Film & Video,2000,successful,71,US
Music,Music,15000,successful,58,US
Webseries,Film & Video,7000,failed,23,US
Food Trucks,Food,65000,failed,0,GB
Technology,Technology,100000,successful,2006,US
Video Games,Games,60000,successful,7472,US
Children's Books,Publishing,7500,failed,9,US
Childrenswear,Fashion,2000,failed,17,US
Restaurants,Food,100000,failed,1,US
Performance Art,Art,30000,failed,4,US
