Manufacturer Name,NDC Number,Drug Product Description,Date Introduced to Market,WAC at Introduction,Marketing/Pricing Plan Description,Marketing/Pricing Plan Non-Public Indicator,Estimated Number of Patients,Breakthrough Therapy Indicator,Priority Review Indicator,Acquisition Date,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,General Comments,Supporting Documents
AveXis,07189413006,Zolgensma® (onasemnogene abeparvovec-xioi)  is a one-time gene-therapy intravenous (IV) infusion. This NDC is for patients with a weight of 7.6 – 8.0kg,2019-05-24,2125000.0000,"The marketing for ZOLGENSMA® includes promotion to physicians, direct to consumer promotion, and other types of marketing (e.g., educational programs)",,150,1,1,,,,,"From June to December of 2019, we estimate that the average number of US patients prescribed ZOLGENSMA®  across all NDCs listed will be 150. Zolgensma® (onasemnogene abeparvovec-xioi)  is a landmark one-time, adeno-associated virus (AAV) vector-based gene-therapy treatment for pediatric patients less than 2 years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene. Zolgensma® is designed to address the genetic root cause of SMA by providing a functional copy of the human SMN gene to halt disease progression through sustained SMN protein expression with a single, one-time intravenous (IV) infusion.    AveXis provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, AveXis does not waive any rights that it may have at law or in equity with respect to the applicability, interpretation, or application of  California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to AveXis or any of its affiliates now or in the future. AveXis, on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all AveXis related information herein is confidential and proprietary, commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets.  We request that the confidentiality of this submission and of all AveXis’ related information herein be maintained to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that Novartis is notified of the request and afforded the opportunity to submit objections to disclosure.",
AveXis,07189413106,Zolgensma® (onasemnogene abeparvovec-xioi)  is a one-time gene-therapy intravenous (IV) infusion.  This NDC is for patients with a weight of 8.1 – 8.5kg,2019-05-24,2125000.0000,"The marketing for ZOLGENSMA® includes promotion to physicians, direct to consumer promotion, and other types of marketing (e.g., educational programs)",,150,1,1,,,,,"From June to December of 2019, we estimate that the average number of US patients prescribed ZOLGENSMA®  across all NDCs listed will be 150. Zolgensma® (onasemnogene abeparvovec-xioi)  is a landmark one-time, adeno-associated virus (AAV) vector-based gene-therapy treatment for pediatric patients less than 2 years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene. Zolgensma® is designed to address the genetic root cause of SMA by providing a functional copy of the human SMN gene to halt disease progression through sustained SMN protein expression with a single, one-time intravenous (IV) infusion.    AveXis provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, AveXis does not waive any rights that it may have at law or in equity with respect to the applicability, interpretation, or application of  California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to AveXis or any of its affiliates now or in the future. AveXis, on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all AveXis related information herein is confidential and proprietary, commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets.  We request that the confidentiality of this submission and of all AveXis’ related information herein be maintained to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that Novartis is notified of the request and afforded the opportunity to submit objections to disclosure.",
AveXis,07189413206,Zolgensma® (onasemnogene abeparvovec-xioi)  is a one-time gene-therapy intravenous (IV) infusion.  This NDC is for patients with a weight of 8.6 – 9.0kg,2019-05-24,2125000.0000,"The marketing for ZOLGENSMA® includes promotion to physicians, direct to consumer promotion, and other types of marketing (e.g., educational programs)",,150,1,1,,,,,"From June to December of 2019, we estimate that the average number of US patients prescribed ZOLGENSMA®  across all NDCs listed will be 150. Zolgensma® (onasemnogene abeparvovec-xioi)  is a landmark one-time, adeno-associated virus (AAV) vector-based gene-therapy treatment for pediatric patients less than 2 years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene. Zolgensma® is designed to address the genetic root cause of SMA by providing a functional copy of the human SMN gene to halt disease progression through sustained SMN protein expression with a single, one-time intravenous (IV) infusion.    AveXis provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, AveXis does not waive any rights that it may have at law or in equity with respect to the applicability, interpretation, or application of  California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to AveXis or any of its affiliates now or in the future. AveXis, on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all AveXis related information herein is confidential and proprietary, commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets.  We request that the confidentiality of this submission and of all AveXis’ related information herein be maintained to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that Novartis is notified of the request and afforded the opportunity to submit objections to disclosure.",
AveXis,07189413307,Zolgensma® (onasemnogene abeparvovec-xioi)  is a one-time gene-therapy intravenous (IV) infusion. This NDC is for patients with a weight of 9.1 – 9.5kg,2019-05-24,2125000.0000,"The marketing for ZOLGENSMA® includes promotion to physicians, direct to consumer promotion, and other types of marketing (e.g., educational programs)",,150,1,1,,,,,"From June to December of 2019, we estimate that the average number of US patients prescribed ZOLGENSMA®  across all NDCs listed will be 150. Zolgensma® (onasemnogene abeparvovec-xioi)  is a landmark one-time, adeno-associated virus (AAV) vector-based gene-therapy treatment for pediatric patients less than 2 years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene. Zolgensma® is designed to address the genetic root cause of SMA by providing a functional copy of the human SMN gene to halt disease progression through sustained SMN protein expression with a single, one-time intravenous (IV) infusion.    AveXis provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, AveXis does not waive any rights that it may have at law or in equity with respect to the applicability, interpretation, or application of  California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to AveXis or any of its affiliates now or in the future. AveXis, on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all AveXis related information herein is confidential and proprietary, commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets.  We request that the confidentiality of this submission and of all AveXis’ related information herein be maintained to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that Novartis is notified of the request and afforded the opportunity to submit objections to disclosure.",
AveXis,07189413407,Zolgensma® (onasemnogene abeparvovec-xioi)  is a one-time gene-therapy intravenous (IV) infusion.  This NDC is for patients with a weight of 9.6 – 10.0kg,2019-05-24,2125000.0000,"The marketing for ZOLGENSMA® includes promotion to physicians, direct to consumer promotion, and other types of marketing (e.g., educational programs)",,150,1,1,,,,,"From June to December of 2019, we estimate that the average number of US patients prescribed ZOLGENSMA®  across all NDCs listed will be 150. Zolgensma® (onasemnogene abeparvovec-xioi)  is a landmark one-time, adeno-associated virus (AAV) vector-based gene-therapy treatment for pediatric patients less than 2 years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene. Zolgensma® is designed to address the genetic root cause of SMA by providing a functional copy of the human SMN gene to halt disease progression through sustained SMN protein expression with a single, one-time intravenous (IV) infusion.    AveXis provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, AveXis does not waive any rights that it may have at law or in equity with respect to the applicability, interpretation, or application of  California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to AveXis or any of its affiliates now or in the future. AveXis, on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all AveXis related information herein is confidential and proprietary, commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets.  We request that the confidentiality of this submission and of all AveXis’ related information herein be maintained to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that Novartis is notified of the request and afforded the opportunity to submit objections to disclosure.",
AveXis,07189413507,Zolgensma® (onasemnogene abeparvovec-xioi)  is a one-time gene-therapy intravenous (IV) infusion. This NDC is for patients with a weight of 10.1 – 10.5kg,2019-05-24,2125000.0000,"The marketing for ZOLGENSMA® includes promotion to physicians, direct to consumer promotion, and other types of marketing (e.g., educational programs)",,150,1,1,,,,,"From June to December of 2019, we estimate that the average number of US patients prescribed ZOLGENSMA®  across all NDCs listed will be 150. Zolgensma® (onasemnogene abeparvovec-xioi)  is a landmark one-time, adeno-associated virus (AAV) vector-based gene-therapy treatment for pediatric patients less than 2 years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene. Zolgensma® is designed to address the genetic root cause of SMA by providing a functional copy of the human SMN gene to halt disease progression through sustained SMN protein expression with a single, one-time intravenous (IV) infusion.    AveXis provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, AveXis does not waive any rights that it may have at law or in equity with respect to the applicability, interpretation, or application of  California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to AveXis or any of its affiliates now or in the future. AveXis, on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all AveXis related information herein is confidential and proprietary, commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets.  We request that the confidentiality of this submission and of all AveXis’ related information herein be maintained to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that Novartis is notified of the request and afforded the opportunity to submit objections to disclosure.",
AveXis,07189413608,Zolgensma® (onasemnogene abeparvovec-xioi)  is a one-time gene-therapy intravenous (IV) infusion.  This NDC is for patients with a weight of 10.6 – 11.0kg,2019-05-24,2125000.0000,"The marketing for ZOLGENSMA® includes promotion to physicians, direct to consumer promotion, and other types of marketing (e.g., educational programs)",,150,1,1,,,,,"From June to December of 2019, we estimate that the average number of US patients prescribed ZOLGENSMA®  across all NDCs listed will be 150. Zolgensma® (onasemnogene abeparvovec-xioi)  is a landmark one-time, adeno-associated virus (AAV) vector-based gene-therapy treatment for pediatric patients less than 2 years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene. Zolgensma® is designed to address the genetic root cause of SMA by providing a functional copy of the human SMN gene to halt disease progression through sustained SMN protein expression with a single, one-time intravenous (IV) infusion.    AveXis provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, AveXis does not waive any rights that it may have at law or in equity with respect to the applicability, interpretation, or application of  California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to AveXis or any of its affiliates now or in the future. AveXis, on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all AveXis related information herein is confidential and proprietary, commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets.  We request that the confidentiality of this submission and of all AveXis’ related information herein be maintained to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that Novartis is notified of the request and afforded the opportunity to submit objections to disclosure.",
AveXis,07189413708,Zolgensma® (onasemnogene abeparvovec-xioi)  is a one-time gene-therapy intravenous (IV) infusion. This NDC is for patients with a weight of 11.1 – 11.5kg,2019-05-24,2125000.0000,"The marketing for ZOLGENSMA® includes promotion to physicians, direct to consumer promotion, and other types of marketing (e.g., educational programs)",,150,1,1,,,,,"From June to December of 2019, we estimate that the average number of US patients prescribed ZOLGENSMA®  across all NDCs listed will be 150. Zolgensma® (onasemnogene abeparvovec-xioi)  is a landmark one-time, adeno-associated virus (AAV) vector-based gene-therapy treatment for pediatric patients less than 2 years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene. Zolgensma® is designed to address the genetic root cause of SMA by providing a functional copy of the human SMN gene to halt disease progression through sustained SMN protein expression with a single, one-time intravenous (IV) infusion.    AveXis provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, AveXis does not waive any rights that it may have at law or in equity with respect to the applicability, interpretation, or application of  California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to AveXis or any of its affiliates now or in the future. AveXis, on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all AveXis related information herein is confidential and proprietary, commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets.  We request that the confidentiality of this submission and of all AveXis’ related information herein be maintained to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that Novartis is notified of the request and afforded the opportunity to submit objections to disclosure.",
AveXis,07189413808,Zolgensma® (onasemnogene abeparvovec-xioi)  is a one-time gene-therapy intravenous (IV) infusion. This NDC is for patients with a weight of 11.6 – 12.0kg,2019-05-24,2125000.0000,"The marketing for ZOLGENSMA® includes promotion to physicians, direct to consumer promotion, and other types of marketing (e.g., educational programs)",,150,1,1,,,,,"From June to December of 2019, we estimate that the average number of US patients prescribed ZOLGENSMA®  across all NDCs listed will be 150. Zolgensma® (onasemnogene abeparvovec-xioi)  is a landmark one-time, adeno-associated virus (AAV) vector-based gene-therapy treatment for pediatric patients less than 2 years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene. Zolgensma® is designed to address the genetic root cause of SMA by providing a functional copy of the human SMN gene to halt disease progression through sustained SMN protein expression with a single, one-time intravenous (IV) infusion.    AveXis provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, AveXis does not waive any rights that it may have at law or in equity with respect to the applicability, interpretation, or application of  California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to AveXis or any of its affiliates now or in the future. AveXis, on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all AveXis related information herein is confidential and proprietary, commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets.  We request that the confidentiality of this submission and of all AveXis’ related information herein be maintained to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that Novartis is notified of the request and afforded the opportunity to submit objections to disclosure.",
AveXis,07189413909,Zolgensma® (onasemnogene abeparvovec-xioi)  is a one-time gene-therapy intravenous (IV) infusion. This NDC is for patients with a weight of 12.1 – 12.5kg,2019-05-24,2125000.0000,"The marketing for ZOLGENSMA® includes promotion to physicians, direct to consumer promotion, and other types of marketing (e.g., educational programs)",,150,1,1,,,,,"From June to December of 2019, we estimate that the average number of US patients prescribed ZOLGENSMA®  across all NDCs listed will be 150. Zolgensma® (onasemnogene abeparvovec-xioi)  is a landmark one-time, adeno-associated virus (AAV) vector-based gene-therapy treatment for pediatric patients less than 2 years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene. Zolgensma® is designed to address the genetic root cause of SMA by providing a functional copy of the human SMN gene to halt disease progression through sustained SMN protein expression with a single, one-time intravenous (IV) infusion.    AveXis provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, AveXis does not waive any rights that it may have at law or in equity with respect to the applicability, interpretation, or application of  California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to AveXis or any of its affiliates now or in the future. AveXis, on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all AveXis related information herein is confidential and proprietary, commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets.  We request that the confidentiality of this submission and of all AveXis’ related information herein be maintained to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that Novartis is notified of the request and afforded the opportunity to submit objections to disclosure.",
AveXis,07189414009,Zolgensma® (onasemnogene abeparvovec-xioi)  is a one-time gene-therapy intravenous (IV) infusion.  This NDC is for patients with a weight of 12.6 – 13.0kg,2019-05-24,2125000.0000,"The marketing for ZOLGENSMA® includes promotion to physicians, direct to consumer promotion, and other types of marketing (e.g., educational programs)",,150,1,1,,,,,"From June to December of 2019, we estimate that the average number of US patients prescribed ZOLGENSMA®  across all NDCs listed will be 150. Zolgensma® (onasemnogene abeparvovec-xioi)  is a landmark one-time, adeno-associated virus (AAV) vector-based gene-therapy treatment for pediatric patients less than 2 years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene. Zolgensma® is designed to address the genetic root cause of SMA by providing a functional copy of the human SMN gene to halt disease progression through sustained SMN protein expression with a single, one-time intravenous (IV) infusion.    AveXis provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, AveXis does not waive any rights that it may have at law or in equity with respect to the applicability, interpretation, or application of  California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to AveXis or any of its affiliates now or in the future. AveXis, on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all AveXis related information herein is confidential and proprietary, commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets.  We request that the confidentiality of this submission and of all AveXis’ related information herein be maintained to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that Novartis is notified of the request and afforded the opportunity to submit objections to disclosure.",
AveXis,07189414109,Zolgensma® (onasemnogene abeparvovec-xioi)  is a one-time gene-therapy intravenous (IV) infusion.  This NDC is for patients with a weight of 13.1 – 13.5kg,2019-05-24,2125000.0000,"The marketing for ZOLGENSMA® includes promotion to physicians, direct to consumer promotion, and other types of marketing (e.g., educational programs)",,150,1,1,,,,,"From June to December of 2019, we estimate that the average number of US patients prescribed ZOLGENSMA®  across all NDCs listed will be 150. Zolgensma® (onasemnogene abeparvovec-xioi)  is a landmark one-time, adeno-associated virus (AAV) vector-based gene-therapy treatment for pediatric patients less than 2 years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene. Zolgensma® is designed to address the genetic root cause of SMA by providing a functional copy of the human SMN gene to halt disease progression through sustained SMN protein expression with a single, one-time intravenous (IV) infusion.    AveXis provides this report consistent with its understanding and interpretation of California SB 17 Chapter 603 Chapter 9 § 127681 and its provisions. In providing this report, AveXis does not waive any rights that it may have at law or in equity with respect to the applicability, interpretation, or application of  California SB 17 Chapter 603 Chapter 9 § 127681 as it may relate to AveXis or any of its affiliates now or in the future. AveXis, on behalf of itself and affiliates, expressly reserves all such rights. We believe that this submission and of all AveXis related information herein is confidential and proprietary, commercial or financial information not subject to disclosure, including under the California Public Records Act (Government Code Section 6250 et seq.) and applicable laws pertaining to trade secrets.  We request that the confidentiality of this submission and of all AveXis’ related information herein be maintained to the maximum extent permitted by law. When any of this information is requested, whether under the California Public Records Act (Government Code Section 6250 et seq.) or otherwise, we request that Novartis is notified of the request and afforded the opportunity to submit objections to disclosure.",
"Progenics Pharmaceuticals, Inc.",71258001502,AZEDRA (iobenguane I 131) injection,2019-06-03,9060.0000,,1,380,1,1,,,,,"Azedra is priced at $302 per mCi.  71258001502 is a dosimetric presentation containing 30 mCi at calibration time  Estimated of the average number of patients who will be prescribed AZERDA: AZEDRA is the first and only FDA-approved systemic treatment for advanced PPGL and the only drug approved by the FDA to treat PPGL that cannot be surgically removed (i.e., are unresectable), are locally advanced, or have spread beyond the original tumor site, and require systemic anticancer therapy. Prior to FDA’s approval of AZEDRA, patients with advanced PPGL had no FDA-approved treatment option for systemic anticancer therapy. As FDA stated in its Review Summary for AZEDRA, “Clearly, there is a patient population who could potentially benefit from effective systemic therapy. To date, there are limited options for such patients (e.g., either compounded I-131 MIBG or off- label cytotoxic chemotherapy).”  PPGL are ultra-rare tumors, and the ultra-rare category is that with the smallest of patient populations. We estimate there will be approximately 400-800 Azedra-eligible patients in the US each year (or 32-65 per month), based on the following epidemiology statistics: • US population of approximately 330M (US Census Bureau) • Annual incidence of Pheochromocytoma and Paraganglioma is 2-8 per million (NCI Pheochromocytoma PDQ ) • 15%-20% malignant upon initial presentation will be initial candidates for AZEDRA (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3921052/#b9-conc-21-e8) • Prevalence of 150-400 per million (https://www.ncbi.nlm.nih.gov/books/NBK278970/) • Lifetime relapse rate 6-16% (https://www.ncbi.nlm.nih.gov/pubmed/25456947) 50% malignant upon relapse (https://www.ncbi.nlm.nih.gov/books/NBK278970/) Low-end Estimate = 380 Azedra-eligible patients per year = [330M population * 5 incident cases per million * 15% malignancy rate] + [330M population * 200 prevalent cases per million + 0.4% annual relapse rate * 50% malignancy rate]  High-end Estimate = 776 Azedra-eligible patients per year = [330M population * 8 incident cases per million * 20% malignancy rate] + [330M * 300 prevalent cases per million * 0.5% annual relapse rate * 50% malignancy rate]  Of course, not all eligible patients will receive Azedra.  Allowances must be made for patients who are not MIBG-avid (sensitive), opt not to receive systemic therapy, etc.",https://oshpd.ca.gov/ml/v1/resources/document?rs:path=/Data-And-Reports/Documents/Topics/Cost-Transparency/Rx/Q2-New-Drug-Public-Release-Supporting-Documents/20150726-Letter-from-FDA-IND-070663-Grant-Breakthrough-Therapy-Designation-COR-BREAK-02-Final-7-24-15-Submission-ID-103962.pdf ; https://oshpd.ca.gov/ml/v1/resources/document?rs:path=/Data-And-Reports/Documents/Topics/Cost-Transparency/Rx/Q2-New-Drug-Public-Release-Supporting-Documents/20171228-Letter-from-FDA-NDA-209607-Filing-communication-Submission-ID-103962.pdf
"Progenics Pharmaceuticals, Inc.",71258001522,AZEDRA (iobenguane I 131) injection,2019-06-03,101925.0000,,1,380,1,1,,,,,"Azedra is priced at $302 per mCi.  71258001502 is a therapeutic presentation containing 337.5 mCi at calibration time  Estimated of the average number of patients who will be prescribed AZERDA: AZEDRA is the first and only FDA-approved systemic treatment for advanced PPGL and the only drug approved by the FDA to treat PPGL that cannot be surgically removed (i.e., are unresectable), are locally advanced, or have spread beyond the original tumor site, and require systemic anticancer therapy. Prior to FDA’s approval of AZEDRA, patients with advanced PPGL had no FDA-approved treatment option for systemic anticancer therapy. As FDA stated in its Review Summary for AZEDRA, “Clearly, there is a patient population who could potentially benefit from effective systemic therapy. To date, there are limited options for such patients (e.g., either compounded I-131 MIBG or off- label cytotoxic chemotherapy).”  PPGL are ultra-rare tumors, and the ultra-rare category is that with the smallest of patient populations. We estimate there will be approximately 400-800 Azedra-eligible patients in the US each year (or 32-65 per month), based on the following epidemiology statistics: • US population of approximately 330M (US Census Bureau) • Annual incidence of Pheochromocytoma and Paraganglioma is 2-8 per million (NCI Pheochromocytoma PDQ ) • 15%-20% malignant upon initial presentation will be initial candidates for AZEDRA (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3921052/#b9-conc-21-e8) • Prevalence of 150-400 per million (https://www.ncbi.nlm.nih.gov/books/NBK278970/) • Lifetime relapse rate 6-16% (https://www.ncbi.nlm.nih.gov/pubmed/25456947) 50% malignant upon relapse (https://www.ncbi.nlm.nih.gov/books/NBK278970/) Low-end Estimate = 380 Azedra-eligible patients per year = [330M population * 5 incident cases per million * 15% malignancy rate] + [330M population * 200 prevalent cases per million + 0.4% annual relapse rate * 50% malignancy rate]  High-end Estimate = 776 Azedra-eligible patients per year = [330M population * 8 incident cases per million * 20% malignancy rate] + [330M * 300 prevalent cases per million * 0.5% annual relapse rate * 50% malignancy rate]  Of course, not all eligible patients will receive Azedra.  Allowances must be made for patients who are not MIBG-avid (sensitive), opt not to receive systemic therapy, etc.",https://oshpd.ca.gov/ml/v1/resources/document?rs:path=/Data-And-Reports/Documents/Topics/Cost-Transparency/Rx/Q2-New-Drug-Public-Release-Supporting-Documents/20150726-Letter-from-FDA-IND-070663-Grant-Breakthrough-Therapy-Designation-COR-BREAK-02-Final-7-24-15-Submission-ID-103962.pdf ; https://oshpd.ca.gov/ml/v1/resources/document?rs:path=/Data-And-Reports/Documents/Topics/Cost-Transparency/Rx/Q2-New-Drug-Public-Release-Supporting-Documents/20171228-Letter-from-FDA-NDA-209607-Filing-communication-Submission-ID-103962.pdf
Perrigo Pharmaceuticals,45802004475,Acyclovir 5% Cream 5gm,2019-02-11,759.8600,,1,23360000,,,,,,,Perrigo developed this product.  It was not an acquisition.,
"Dr. Reddy's Laboratories, Inc.",43598041311,Daptomycin 500mg Powder for Injection,2019-05-06,445.0000,,1,0,,,,,,,1) DRL does not estimate the number of patients for this drug.  2) Dr. Reddy’s did not acquire daptomycin.,https://oshpd.ca.gov/ml/v1/resources/document?rs:path=/Data-And-Reports/Documents/Topics/Cost-Transparency/Rx/Q2-New-Drug-Public-Release-Supporting-Documents/DRL-Drug-Price-Transparency-3-Day-Notice-Daptomycin-2019-06-21-14-Submission-ID-103939.pdf
"Dr. Reddy's Laboratories, Inc.",43598069858,Carboprost Tromethamine 250mcg/1mL Solution for injection,2019-07-02,3189.9000,,1,0,,,,,,,1) DRL does not estimate the number of patients for this drug. 2) Dr. Reddy’s did not acquire Carboprost. 3) Dr. Reddy’s Laboratories does not believe this information is publicly available and has not released this information in the public domain,
"Dr. Reddy's Laboratories, Inc.",43598069750,"Vigabatrin for Oral Solution,USP 500 mg",2019-08-19,3652.9400,,1,0,,1,,,,,1) Dr. Reddy's does not estimate the number of patients for this drug. 2) Dr. Reddy’s did not acquire the product. 3) Dr. Reddy’s does not believe this information is publicly available and has not released this information in the public domain.,
Karyopharm Therapeutics Inc.,72237010101,XPOVIO (selinexor) 60mg (12 Tablets),2019-07-03,22000.0000,,1,6000,,1,,,,,,
Karyopharm Therapeutics Inc.,72237010102,XPOVIO (selinexor) 80mg (16 Tablets),2019-07-03,22000.0000,,1,6000,,1,,,,,,
Karyopharm Therapeutics Inc.,72237010104,XPOVIO (selinexor) 160mg (32 Tablets),2019-07-03,22000.0000,,1,6000,,1,,,,,,
Karyopharm Therapeutics Inc.,72237010105,XPOVIO (selinexor) 100mg (20 Tablets),2019-07-03,22000.0000,,1,6000,,1,,,,,,
American Regent,00517656025,SELENIOUS ACID   INJECTION,2019-07-09,8575.0000,"The prices negotiated with customers are confidential and not in the public domain or publicly available.  American Regent sells its products directly to wholesalers, distributors and closed door pharmacies.  American Regent also sells it product indirectly to several entities, including independent pharmacies, managed care organizations, hospitals, etc.  These customers, called, ""indirect customers,"" purchase our products primarily through our wholesale customers.  The Product has not yet launched in any international jurisdiction.",,,,,,,,,Estimated Volume of patients:  No information specific to the estimated number of patients that may be prescribed by American Regent's Product is in the public domain or publicly available.  Breakthrough Therapy:  The product did not receive a breakthrough therapy designation or priority review.  Acquisition Price - Not Applicable.  American Regent developed the product.,
"Glenmark Pharmaceuticals Inc., USA",68462042121,Atovaquone Oral Suspension USP,2019-01-15,800.0000,,1,,,,,,,,Marketing/Pricing Plan not in the public domain or publically available.  Estimated patients not known. Acquisition fields left blank as drug was developed by Glenmark.,
"Glenmark Pharmaceuticals Inc., USA",68462044626,Sevelamer Hydrochloride Tablets,2019-02-08,1158.3200,,1,,,,,,,,Marketing/Pricing Plan not in the public domain or publically available.  Estimated patients not known.  Acquisition fields left blank as drug was developed by Glenmark.,
"Glenmark Pharmaceuticals Inc., USA",68462044718,Sevelamer Hydrochloride Tablets,2019-02-08,1158.3200,,1,,,,,,,,Marketing/Pricing Plan not in the public domain or publically available.  Estimated patients not known.  Acquisition fields left blank as drug was developed by Glenmark.,
